"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19","COL20","COL21","COL22","COL23","COL24","COL25","COL26","COL27","COL28","COL29","COL30","COL31","COL32","COL33","COL34","COL35","COL36","COL37","COL38","COL39","COL40","COL41","COL42","COL43","COL44","COL45","COL46","COL47","COL48","COL49","COL50","COL51","COL52","COL53","COL54","COL55","COL56","COL57","COL58","COL59"
"M5M","M5M",43.20,6015.00,760.00,60.00,295.00,1170.00,955.00,10.00,0.00,2.80,53600.00,63200.00,25705.00,18495.00,6665.00,540.00,25705.00,7710.00,7540.00,10460.00,4750.00,3235.00,1110.00,365.00,40.00,9315.00,7110.00,2205.00,0.00,9315.00,775.00,8540.00,9315.00,4175.00,1175.00,725.00,1105.00,555.00,615.00,590.00,375.00,9265.00,7230.00,2040.00,2205.00,6.60,36.00,21.50,1520.00,2078.00,5910.00,1240.00,2100.00,1750.00,560.00,260.00,12255.00,13240.00
"M5N","M5N",41.60,2800.00,20.00,35.00,285.00,785.00,2370.00,0.00,0.00,2.50,43600.00,49600.00,16065.00,10375.00,4980.00,705.00,16060.00,6145.00,4390.00,5530.00,3805.00,2585.00,915.00,270.00,35.00,6310.00,3100.00,3205.00,0.00,6310.00,445.00,5870.00,6310.00,3565.00,1495.00,445.00,285.00,120.00,125.00,120.00,145.00,6290.00,4470.00,1815.00,3210.00,7.80,41.20,30.40,1570.00,1726.00,4050.00,770.00,1375.00,1105.00,435.00,365.00,7640.00,8515.00
"M5P","M5P",43.20,2385.00,160.00,80.00,310.00,2640.00,3950.00,5.00,0.00,2.10,47600.00,55200.00,19720.00,13500.00,5450.00,770.00,19715.00,6710.00,5525.00,7485.00,4035.00,2605.00,1060.00,310.00,60.00,9510.00,3715.00,5795.00,0.00,9510.00,1795.00,7715.00,9510.00,4745.00,2105.00,695.00,345.00,125.00,175.00,715.00,610.00,9450.00,5985.00,3465.00,5800.00,4.70,46.30,25.20,1740.00,1966.00,4865.00,1040.00,1895.00,1295.00,345.00,290.00,9035.00,10760.00
"M5R","M5R",42.00,730.00,765.00,580.00,360.00,3845.00,7510.00,55.00,0.00,1.80,44000.00,50800.00,25040.00,16515.00,7420.00,1100.00,25040.00,9145.00,6905.00,8990.00,5265.00,3290.00,1380.00,540.00,55.00,13905.00,5370.00,8535.00,0.00,13905.00,3955.00,9950.00,13905.00,5565.00,3420.00,1240.00,915.00,650.00,620.00,765.00,730.00,13720.00,8415.00,5300.00,8535.00,9.20,44.70,24.20,1680.00,1916.00,6095.00,1210.00,2335.00,1625.00,490.00,430.00,12405.00,13795.00
"M5S","M5S",33.20,120.00,230.00,320.00,170.00,1595.00,6515.00,70.00,0.00,1.80,33600.00,36400.00,15590.00,7410.00,5935.00,2245.00,15595.00,8555.00,3660.00,3375.00,4880.00,3595.00,910.00,320.00,55.00,8955.00,3215.00,5740.00,0.00,8955.00,4960.00,3995.00,8955.00,2200.00,1360.00,1030.00,830.00,560.00,450.00,1015.00,1505.00,8750.00,4445.00,4305.00,5740.00,5.00,56.90,19.90,1940.00,2060.00,3510.00,890.00,1285.00,855.00,255.00,230.00,8185.00,8885.00
"M5T","M5T",36.00,80.00,200.00,550.00,240.00,2830.00,5050.00,65.00,0.00,1.90,25800.00,27000.00,17515.00,8385.00,7440.00,1685.00,17510.00,9405.00,4290.00,3820.00,6465.00,2925.00,2305.00,1085.00,150.00,9035.00,2870.00,6170.00,0.00,9035.00,3520.00,5520.00,9035.00,2470.00,2300.00,1270.00,695.00,360.00,420.00,565.00,960.00,8945.00,5300.00,3640.00,6165.00,25.50,42.70,26.30,1500.00,1502.00,4055.00,1145.00,1420.00,815.00,275.00,390.00,8795.00,9105.00
"M5V","M5V",32.00,20.00,70.00,225.00,55.00,790.00,35990.00,25.00,0.00,1.60,48400.00,56000.00,59615.00,30740.00,23775.00,5100.00,59615.00,29610.00,15335.00,14670.00,22295.00,16140.00,3970.00,2025.00,155.00,37205.00,15540.00,21665.00,0.00,37205.00,34735.00,2470.00,37205.00,890.00,595.00,1625.00,2365.00,5160.00,7375.00,10675.00,8530.00,36695.00,21295.00,15400.00,21665.00,3.90,45.10,15.70,2000.00,2072.00,14750.00,2655.00,5420.00,4105.00,1340.00,1225.00,30035.00,29880.00
"M6A","M6A",37.60,1485.00,45.00,1290.00,450.00,2785.00,3150.00,5.00,0.00,2.40,31000.00,33200.00,22140.00,10115.00,10990.00,1040.00,22145.00,12295.00,6865.00,2980.00,9205.00,5310.00,2430.00,1375.00,95.00,9265.00,3755.00,5510.00,0.00,9265.00,3580.00,5690.00,9265.00,2100.00,2350.00,660.00,825.00,795.00,170.00,1005.00,1365.00,9220.00,6445.00,2775.00,5515.00,27.30,32.20,29.70,1270.00,1298.00,7085.00,1260.00,2155.00,2020.00,850.00,800.00,10025.00,12355.00
"M6B","M6B",42.00,3375.00,70.00,165.00,720.00,1540.00,5115.00,5.00,5.00,2.60,33600.00,36800.00,28015.00,13125.00,13595.00,1300.00,28020.00,15395.00,7840.00,4785.00,10610.00,5695.00,3240.00,1475.00,200.00,10995.00,5460.00,5535.00,0.00,10995.00,2440.00,8555.00,10995.00,3405.00,4325.00,1075.00,990.00,310.00,275.00,260.00,365.00,10935.00,7625.00,3310.00,5530.00,11.80,36.50,29.20,1410.00,1456.00,8775.00,1525.00,2635.00,2760.00,1005.00,850.00,13325.00,15210.00
"M6C","M6C",40.40,3520.00,860.00,30.00,495.00,2910.00,2385.00,0.00,0.00,2.30,39200.00,43600.00,23805.00,15140.00,7990.00,675.00,23805.00,9055.00,6565.00,8190.00,5655.00,2905.00,1880.00,740.00,130.00,10290.00,5145.00,5145.00,0.00,10290.00,715.00,9570.00,10290.00,6265.00,2050.00,595.00,315.00,150.00,255.00,300.00,365.00,10225.00,7220.00,3005.00,5145.00,11.90,42.20,33.80,1300.00,1464.00,6575.00,1125.00,2070.00,1960.00,795.00,625.00,11320.00,12685.00
"M6E","M6E",40.80,5145.00,2155.00,110.00,1335.00,4525.00,1545.00,30.00,0.00,2.50,31800.00,34400.00,37150.00,17345.00,17705.00,2095.00,37145.00,20210.00,10825.00,6105.00,13030.00,6590.00,4360.00,1750.00,325.00,14740.00,8080.00,6655.00,0.00,14740.00,565.00,14175.00,14740.00,8485.00,3535.00,960.00,740.00,260.00,160.00,125.00,475.00,14635.00,10620.00,4015.00,6660.00,10.60,38.70,34.00,1280.00,1370.00,12865.00,1210.00,3580.00,4265.00,1845.00,1965.00,18405.00,19280.00
"M6G","M6G",39.60,1665.00,2545.00,820.00,875.00,5970.00,985.00,170.00,5.00,2.30,37200.00,41600.00,29720.00,19520.00,9365.00,835.00,29725.00,10745.00,8830.00,10150.00,5600.00,2815.00,1890.00,780.00,110.00,13055.00,6450.00,6605.00,0.00,13055.00,580.00,12470.00,13055.00,8960.00,2180.00,790.00,470.00,140.00,150.00,180.00,185.00,12975.00,8905.00,4070.00,6605.00,10.50,40.50,24.40,1590.00,1722.00,7545.00,1340.00,2610.00,2200.00,790.00,600.00,14705.00,15895.00
"M6H","M6H",38.40,2135.00,2250.00,1040.00,1695.00,8335.00,3445.00,365.00,5.00,2.30,34800.00,38000.00,43120.00,25620.00,15810.00,1685.00,43120.00,18080.00,12680.00,12365.00,10920.00,5130.00,3990.00,1570.00,235.00,19210.00,9315.00,9895.00,0.00,19210.00,2540.00,16675.00,19210.00,10730.00,3340.00,1135.00,965.00,520.00,625.00,965.00,920.00,19060.00,12800.00,6255.00,9900.00,5.70,43.00,29.40,1500.00,1588.00,12460.00,1885.00,4030.00,3760.00,1475.00,1320.00,21590.00,22140.00
"M6J","M6J",36.80,520.00,1060.00,1735.00,1205.00,5425.00,5115.00,390.00,0.00,2.00,39200.00,44000.00,31560.00,19840.00,10390.00,1330.00,31555.00,12315.00,9465.00,9775.00,7130.00,3585.00,2240.00,1170.00,125.00,15490.00,7635.00,7850.00,0.00,15490.00,4760.00,10730.00,15490.00,7040.00,1710.00,960.00,990.00,640.00,815.00,2080.00,1255.00,15370.00,9970.00,5400.00,7855.00,8.60,43.00,23.40,1740.00,1796.00,8600.00,1710.00,2865.00,2515.00,745.00,760.00,15780.00,16330.00
"M6K","M6K",35.60,380.00,545.00,920.00,395.00,5200.00,15220.00,50.00,5.00,1.80,35600.00,39200.00,40680.00,23175.00,15475.00,2025.00,40675.00,18210.00,10945.00,11525.00,13365.00,5885.00,3650.00,3630.00,195.00,22670.00,6955.00,15720.00,0.00,22670.00,9305.00,13370.00,22670.00,6630.00,4660.00,1095.00,985.00,1265.00,2160.00,3700.00,2180.00,22475.00,13770.00,8710.00,15720.00,11.40,41.70,30.80,1450.00,1508.00,12200.00,1905.00,3655.00,3610.00,1475.00,1565.00,20995.00,21120.00
"M6L","M6L",42.40,2760.00,390.00,95.00,290.00,825.00,2955.00,5.00,0.00,2.70,29200.00,31000.00,19765.00,8920.00,10220.00,620.00,19760.00,10995.00,6665.00,2105.00,7385.00,2790.00,2835.00,1595.00,165.00,7320.00,3475.00,3845.00,0.00,7320.00,525.00,6790.00,7320.00,2425.00,2875.00,690.00,870.00,160.00,85.00,60.00,160.00,7275.00,5565.00,1710.00,3840.00,29.20,29.20,31.70,1190.00,1204.00,6450.00,1125.00,2040.00,1765.00,575.00,940.00,9430.00,10725.00
"M6M","M6M",40.00,4530.00,805.00,340.00,690.00,3270.00,6265.00,10.00,0.00,2.60,29400.00,31000.00,41650.00,17785.00,22175.00,1690.00,41645.00,24285.00,13135.00,4225.00,18150.00,5905.00,7625.00,3865.00,760.00,15905.00,7345.00,8560.00,0.00,15905.00,2120.00,13785.00,15905.00,5430.00,5285.00,1650.00,1950.00,760.00,345.00,265.00,215.00,15790.00,11285.00,4505.00,8560.00,20.60,33.40,36.50,1200.00,1189.00,14390.00,1690.00,4080.00,4250.00,1725.00,2645.00,19880.00,22265.00
"M6N","M6N",40.80,3895.00,2960.00,830.00,865.00,3305.00,4075.00,25.00,0.00,2.50,30200.00,32400.00,40070.00,19780.00,18630.00,1650.00,40065.00,20645.00,12480.00,6945.00,14385.00,5165.00,5465.00,3250.00,505.00,15915.00,9175.00,6740.00,0.00,15915.00,1865.00,14050.00,15915.00,7445.00,4725.00,1035.00,1065.00,855.00,340.00,215.00,240.00,15855.00,11645.00,4215.00,6740.00,29.00,32.20,34.90,1100.00,1148.00,12695.00,1410.00,3330.00,4150.00,1805.00,2000.00,19810.00,20445.00
"M6P","M6P",39.20,2110.00,1540.00,565.00,805.00,5865.00,8105.00,25.00,0.00,2.10,41200.00,46400.00,39385.00,25980.00,12330.00,1075.00,39380.00,13990.00,11265.00,14130.00,9445.00,4915.00,2845.00,1580.00,105.00,19060.00,8095.00,10970.00,0.00,19060.00,3425.00,15635.00,19060.00,8420.00,5310.00,1090.00,920.00,605.00,875.00,1005.00,840.00,18920.00,12820.00,6105.00,10970.00,10.00,40.50,28.10,1570.00,1612.00,10690.00,1430.00,3240.00,3705.00,1345.00,975.00,19070.00,20800.00
"M6R","M6R",39.20,1370.00,1245.00,280.00,690.00,3955.00,905.00,20.00,10.00,2.20,46000.00,52800.00,19170.00,14695.00,4135.00,340.00,19175.00,4850.00,6075.00,8250.00,2775.00,1365.00,915.00,445.00,50.00,8530.00,4350.00,4185.00,0.00,8530.00,815.00,7720.00,8530.00,6575.00,905.00,180.00,145.00,60.00,175.00,120.00,365.00,8490.00,5935.00,2550.00,4185.00,3.20,40.60,26.90,1530.00,1718.00,4795.00,770.00,1775.00,1410.00,410.00,435.00,9400.00,9945.00
"M6S","M6S",41.60,5250.00,1530.00,340.00,510.00,2670.00,4210.00,10.00,0.00,2.30,48000.00,55600.00,34025.00,23775.00,9660.00,595.00,34025.00,10900.00,10795.00,12330.00,6675.00,3485.00,2075.00,1015.00,105.00,14525.00,9810.00,4715.00,0.00,14525.00,3810.00,10715.00,14525.00,8230.00,2355.00,825.00,505.00,305.00,795.00,1170.00,330.00,14475.00,11005.00,3475.00,4720.00,16.00,34.50,24.90,1430.00,1592.00,7905.00,1425.00,2470.00,2430.00,955.00,620.00,16140.00,17890.00
"M7A","M7A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M8V","M8V",40.00,3370.00,390.00,715.00,470.00,4880.00,13000.00,5.00,0.00,1.90,38800.00,43200.00,43645.00,23410.00,18180.00,2055.00,43645.00,20630.00,11085.00,11930.00,14925.00,7390.00,4135.00,3185.00,210.00,22795.00,11095.00,11700.00,0.00,22795.00,11195.00,11600.00,22795.00,5885.00,3780.00,1730.00,2365.00,1335.00,1045.00,2960.00,3700.00,22625.00,14185.00,8440.00,11695.00,11.40,43.30,30.10,1470.00,1582.00,13450.00,2240.00,4610.00,3675.00,1520.00,1400.00,21400.00,22745.00
"M8W","M8W",41.60,4165.00,650.00,175.00,510.00,2290.00,1605.00,10.00,0.00,2.40,39600.00,44400.00,22380.00,14140.00,7585.00,660.00,22380.00,8385.00,6535.00,7465.00,5685.00,2800.00,1800.00,1045.00,40.00,9385.00,6055.00,3330.00,0.00,9385.00,1410.00,7975.00,9385.00,4295.00,2230.00,580.00,475.00,270.00,220.00,485.00,830.00,9345.00,6935.00,2410.00,3330.00,5.30,38.70,29.00,1370.00,1534.00,7390.00,1585.00,2600.00,1765.00,640.00,805.00,10990.00,11390.00
"M8X","M8X",50.80,2105.00,5.00,65.00,25.00,550.00,1820.00,0.00,0.00,2.30,55600.00,67000.00,10430.00,7530.00,2770.00,130.00,10430.00,3070.00,3060.00,4300.00,1710.00,965.00,485.00,255.00,0.00,4600.00,3300.00,1305.00,0.00,4600.00,1580.00,3025.00,4600.00,2030.00,590.00,325.00,400.00,410.00,475.00,175.00,200.00,4590.00,3370.00,1220.00,1300.00,1.50,46.10,23.40,1800.00,2098.00,2340.00,450.00,770.00,615.00,345.00,155.00,4915.00,5710.00
"M8Y","M8Y",40.80,3355.00,90.00,530.00,195.00,2915.00,2895.00,5.00,0.00,2.20,41200.00,46800.00,21890.00,13305.00,7955.00,620.00,21885.00,8770.00,6515.00,6600.00,6335.00,3120.00,1810.00,1290.00,110.00,10030.00,5645.00,4390.00,0.00,10030.00,2520.00,7510.00,10030.00,3930.00,2155.00,430.00,815.00,590.00,715.00,1040.00,365.00,9980.00,7030.00,2950.00,4385.00,8.60,39.40,32.30,1290.00,1438.00,6535.00,1130.00,2255.00,1875.00,685.00,590.00,10825.00,11165.00
"M8Z","M8Z",40.40,4125.00,205.00,700.00,280.00,395.00,1750.00,5.00,0.00,2.50,44400.00,50800.00,18350.00,11155.00,6750.00,440.00,18355.00,7425.00,5730.00,5200.00,5025.00,2375.00,1475.00,1095.00,75.00,7410.00,5910.00,1500.00,0.00,7410.00,2085.00,5325.00,7410.00,3175.00,1005.00,260.00,275.00,290.00,695.00,630.00,1085.00,7385.00,5505.00,1880.00,1500.00,7.30,41.10,24.70,1740.00,1802.00,5145.00,1060.00,1660.00,1415.00,580.00,425.00,9955.00,9355.00
"M9A","M9A",43.20,5000.00,170.00,265.00,60.00,1040.00,9170.00,5.00,0.00,2.30,39600.00,44400.00,36025.00,19945.00,14810.00,1270.00,36020.00,16415.00,10345.00,9260.00,11505.00,5740.00,3030.00,2505.00,235.00,15680.00,7985.00,7695.00,0.00,15680.00,4420.00,11260.00,15680.00,3590.00,5325.00,1185.00,920.00,970.00,1145.00,1340.00,1195.00,15600.00,11110.00,4490.00,7695.00,11.80,37.20,27.80,1590.00,1558.00,10865.00,1755.00,3750.00,2970.00,1280.00,1105.00,17290.00,19350.00
"M9B","M9B",42.00,6785.00,55.00,435.00,215.00,560.00,4640.00,15.00,0.00,2.60,40800.00,45600.00,33175.00,18750.00,13600.00,825.00,33170.00,14785.00,10515.00,7875.00,10735.00,5575.00,2780.00,2235.00,150.00,12755.00,9435.00,3330.00,0.00,12755.00,3880.00,8875.00,12755.00,4285.00,3635.00,750.00,595.00,635.00,970.00,1055.00,830.00,12715.00,9625.00,3090.00,3325.00,10.50,37.80,27.20,1640.00,1668.00,9365.00,2050.00,3300.00,2220.00,920.00,870.00,16245.00,16995.00
"M9C","M9C",45.60,5400.00,455.00,915.00,175.00,215.00,8125.00,20.00,0.00,2.50,37600.00,41600.00,38030.00,20195.00,16945.00,895.00,38035.00,18185.00,10810.00,9035.00,13100.00,6615.00,3380.00,2950.00,155.00,15315.00,10860.00,4455.00,0.00,15315.00,6145.00,9170.00,15315.00,3160.00,8670.00,875.00,375.00,260.00,575.00,1035.00,370.00,15290.00,11070.00,4215.00,4455.00,4.60,39.20,31.90,1530.00,1594.00,11655.00,2365.00,4220.00,2785.00,1025.00,1260.00,18335.00,20390.00
"M9L","M9L",41.60,530.00,1740.00,85.00,90.00,715.00,610.00,0.00,0.00,3.10,26800.00,28200.00,11680.00,4680.00,6460.00,535.00,11675.00,7055.00,3770.00,855.00,4740.00,1210.00,2045.00,1360.00,130.00,3760.00,2800.00,955.00,0.00,3760.00,570.00,3190.00,3760.00,580.00,2440.00,295.00,220.00,100.00,30.00,40.00,55.00,3730.00,2720.00,1010.00,960.00,7.80,43.50,39.90,1390.00,1460.00,3850.00,580.00,1300.00,995.00,320.00,655.00,5720.00,6015.00
"M9M","M9M",38.00,1470.00,1515.00,650.00,230.00,1455.00,2845.00,0.00,0.00,3.00,29000.00,30600.00,24290.00,9415.00,13750.00,1125.00,24290.00,15030.00,7245.00,2015.00,11635.00,3495.00,4860.00,2985.00,290.00,8180.00,4445.00,3735.00,0.00,8180.00,1215.00,6965.00,8180.00,1775.00,3060.00,720.00,575.00,170.00,460.00,700.00,720.00,8150.00,5890.00,2260.00,3740.00,13.90,34.10,34.80,1280.00,1364.00,8405.00,1200.00,2860.00,2300.00,765.00,1290.00,11685.00,12565.00
"M9N","M9N",39.60,2695.00,385.00,280.00,400.00,1205.00,5495.00,5.00,0.00,2.50,30400.00,32400.00,26045.00,12540.00,12360.00,1150.00,26045.00,13690.00,8115.00,4235.00,10170.00,2720.00,4070.00,2880.00,495.00,10530.00,4465.00,6065.00,0.00,10530.00,1335.00,9195.00,10530.00,3485.00,3355.00,915.00,1305.00,455.00,395.00,160.00,460.00,10490.00,6900.00,3590.00,6060.00,22.00,42.00,41.90,1240.00,1235.00,8520.00,1205.00,2800.00,2250.00,925.00,1335.00,12620.00,13440.00
"M9P","M9P",45.20,3570.00,135.00,335.00,265.00,270.00,3325.00,0.00,0.00,2.60,35600.00,39200.00,20065.00,10495.00,9225.00,350.00,20065.00,9715.00,6625.00,3735.00,6435.00,2705.00,1935.00,1610.00,190.00,7815.00,4815.00,3000.00,0.00,7815.00,1365.00,6455.00,7815.00,2230.00,3670.00,900.00,470.00,115.00,245.00,120.00,75.00,7805.00,5920.00,1890.00,3000.00,19.00,34.60,31.20,1460.00,1428.00,5900.00,790.00,2170.00,1635.00,630.00,675.00,9570.00,11075.00
"M9R","M9R",40.80,3935.00,590.00,475.00,325.00,145.00,6945.00,0.00,0.00,2.70,31400.00,33600.00,34025.00,16025.00,16780.00,1220.00,34020.00,18280.00,10580.00,5160.00,13135.00,4800.00,4550.00,3515.00,265.00,12480.00,6320.00,6160.00,0.00,12480.00,2580.00,9905.00,12480.00,3085.00,6830.00,1020.00,575.00,185.00,215.00,310.00,260.00,12435.00,8610.00,3820.00,6160.00,12.30,42.30,36.30,1480.00,1512.00,10235.00,1930.00,3770.00,2490.00,895.00,1150.00,16400.00,17380.00
"M9V","M9V",37.20,4630.00,620.00,2065.00,1900.00,735.00,6700.00,5.00,0.00,3.20,26200.00,27200.00,53500.00,17715.00,32225.00,3560.00,53500.00,36035.00,14410.00,3055.00,28320.00,8445.00,10800.00,8530.00,540.00,16635.00,9030.00,7615.00,0.00,16635.00,3690.00,12945.00,16635.00,2975.00,7585.00,3070.00,2105.00,385.00,155.00,180.00,185.00,16605.00,11860.00,4740.00,7610.00,22.50,32.20,33.20,1300.00,1302.00,18360.00,3070.00,6000.00,5005.00,1670.00,2620.00,26635.00,27240.00
"M9W","M9W",38.80,5295.00,235.00,1295.00,1750.00,1045.00,4545.00,5.00,5.00,2.90,29800.00,31600.00,40715.00,17365.00,20985.00,2375.00,40720.00,23655.00,12140.00,4920.00,17320.00,6530.00,6985.00,3430.00,370.00,14180.00,8225.00,5960.00,0.00,14180.00,2715.00,11465.00,14180.00,4025.00,4350.00,1780.00,1910.00,550.00,850.00,365.00,345.00,14120.00,10345.00,3770.00,5960.00,19.30,34.10,33.00,1300.00,1314.00,14680.00,2410.00,5280.00,3790.00,1305.00,1890.00,20290.00,20690.00
"N0A","N0A",50.80,11180.00,320.00,625.00,215.00,630.00,5.00,15.00,75.00,2.40,36800.00,41200.00,31655.00,29045.00,2570.00,45.00,31660.00,2820.00,4955.00,23885.00,900.00,445.00,320.00,105.00,20.00,13045.00,11365.00,1610.00,65.00,13045.00,765.00,12280.00,13045.00,4155.00,2845.00,1475.00,1280.00,770.00,800.00,810.00,910.00,12360.00,10355.00,2010.00,1570.00,8.30,35.60,16.60,1020.00,1077.00,11480.00,3225.00,3225.00,2095.00,1485.00,1440.00,15740.00,16215.00
"N0B","N0B",42.80,25605.00,1200.00,1000.00,420.00,1475.00,45.00,120.00,275.00,2.90,42400.00,48000.00,86745.00,76115.00,10420.00,215.00,86745.00,11325.00,16410.00,59005.00,6165.00,2985.00,2115.00,1030.00,35.00,30140.00,26505.00,3630.00,0.00,30140.00,1515.00,28625.00,30140.00,6900.00,6405.00,4255.00,3995.00,2110.00,2295.00,2035.00,2145.00,28670.00,24425.00,4240.00,3555.00,8.40,30.40,15.70,1160.00,1298.00,30825.00,8585.00,11070.00,6235.00,2625.00,2315.00,43535.00,43380.00
"N0C","N0C",43.60,6140.00,35.00,75.00,35.00,260.00,0.00,10.00,105.00,2.60,34000.00,37600.00,17300.00,15575.00,1665.00,60.00,17295.00,1800.00,2475.00,13020.00,885.00,335.00,425.00,120.00,0.00,6555.00,5635.00,915.00,0.00,6555.00,75.00,6485.00,6555.00,1905.00,1415.00,900.00,850.00,335.00,335.00,285.00,530.00,6025.00,4830.00,1195.00,905.00,12.20,32.20,14.90,1010.00,1184.00,5975.00,1385.00,1475.00,1385.00,535.00,1200.00,8945.00,8590.00
"N0E","N0E",46.00,12705.00,170.00,290.00,130.00,355.00,5.00,25.00,65.00,2.60,36400.00,40400.00,35785.00,31980.00,3680.00,125.00,35785.00,4260.00,7345.00,24180.00,1980.00,925.00,850.00,180.00,20.00,13645.00,11945.00,1695.00,0.00,13645.00,275.00,13365.00,13645.00,5035.00,3010.00,1325.00,1595.00,730.00,660.00,655.00,635.00,13015.00,11310.00,1710.00,1665.00,7.20,26.50,13.80,940.00,1030.00,13185.00,2855.00,5215.00,2860.00,1150.00,1105.00,18585.00,17970.00
"N0G","N0G",40.80,27125.00,830.00,1075.00,305.00,2850.00,5.00,160.00,395.00,2.60,34800.00,38400.00,85640.00,80195.00,5080.00,370.00,85645.00,5890.00,10060.00,69695.00,2820.00,1545.00,995.00,250.00,25.00,32840.00,26235.00,6610.00,0.00,32840.00,870.00,31975.00,32840.00,13345.00,7625.00,3425.00,2850.00,1320.00,1510.00,1330.00,1440.00,29640.00,24975.00,4665.00,6465.00,12.80,32.10,13.30,940.00,979.00,32220.00,11835.00,9700.00,5175.00,2580.00,2935.00,43575.00,43355.00
"N0H","N0H",52.80,20030.00,430.00,1005.00,205.00,1400.00,35.00,55.00,115.00,2.30,36400.00,40400.00,53135.00,48100.00,4850.00,185.00,53140.00,5385.00,7135.00,40615.00,2220.00,1260.00,800.00,105.00,55.00,23435.00,19880.00,3355.00,205.00,23435.00,1385.00,22050.00,23435.00,5650.00,6105.00,3020.00,2405.00,1345.00,1685.00,1230.00,1985.00,22050.00,18675.00,3370.00,3260.00,13.70,35.30,14.60,1040.00,1130.00,17295.00,5835.00,5870.00,3455.00,1065.00,1065.00,26560.00,27115.00
"N0J","N0J",38.40,10400.00,210.00,85.00,85.00,425.00,20.00,15.00,275.00,2.90,37200.00,41200.00,33450.00,29610.00,3730.00,110.00,33450.00,4175.00,7185.00,22090.00,2285.00,1195.00,865.00,195.00,35.00,11575.00,9800.00,1775.00,0.00,11575.00,105.00,11475.00,11575.00,4475.00,2695.00,1035.00,1125.00,425.00,470.00,640.00,710.00,10575.00,9165.00,1410.00,1690.00,12.10,24.90,8.70,900.00,999.00,12685.00,3300.00,4845.00,2825.00,920.00,800.00,16990.00,16465.00
"N0K","N0K",38.40,7945.00,205.00,145.00,40.00,565.00,5.00,20.00,120.00,2.70,37200.00,41200.00,24435.00,22715.00,1615.00,105.00,24435.00,1870.00,3245.00,19320.00,1035.00,485.00,420.00,130.00,0.00,9050.00,7235.00,1815.00,0.00,9050.00,215.00,8835.00,9050.00,4135.00,1825.00,820.00,815.00,400.00,315.00,330.00,420.00,7945.00,6870.00,1070.00,1745.00,9.50,24.80,4.10,960.00,953.00,9955.00,3785.00,3350.00,1780.00,470.00,565.00,12405.00,12415.00
"N0L","N0L",44.00,16900.00,195.00,345.00,165.00,740.00,20.00,50.00,365.00,2.60,39600.00,44000.00,48950.00,44580.00,4240.00,135.00,48950.00,4750.00,8800.00,35405.00,2075.00,1000.00,720.00,335.00,25.00,18790.00,16270.00,2485.00,35.00,18790.00,430.00,18360.00,18790.00,6200.00,4335.00,2270.00,2115.00,945.00,780.00,765.00,1385.00,17695.00,15610.00,2085.00,2400.00,12.70,25.10,10.70,840.00,971.00,18365.00,4585.00,7005.00,4145.00,1545.00,1085.00,25065.00,24750.00
"N0M","N0M",46.00,23625.00,535.00,905.00,195.00,1800.00,15.00,85.00,480.00,2.50,38400.00,43200.00,68350.00,62860.00,5335.00,155.00,68350.00,5785.00,10225.00,52340.00,2520.00,1250.00,885.00,365.00,20.00,27755.00,22655.00,5095.00,0.00,27755.00,860.00,26890.00,27755.00,10120.00,6735.00,2735.00,2590.00,1215.00,1295.00,1290.00,1780.00,25575.00,22105.00,3465.00,4960.00,13.80,26.80,11.10,880.00,943.00,25350.00,8350.00,8515.00,4970.00,1795.00,1720.00,34505.00,34675.00
"N0N","N0N",45.20,15120.00,145.00,565.00,85.00,870.00,40.00,100.00,5.00,2.50,40000.00,44800.00,41610.00,38625.00,2815.00,165.00,41610.00,3315.00,5755.00,32535.00,1105.00,490.00,545.00,55.00,15.00,16880.00,14310.00,2460.00,110.00,16880.00,625.00,16255.00,16880.00,4785.00,4985.00,2140.00,1800.00,855.00,770.00,695.00,860.00,15560.00,13885.00,1665.00,2395.00,13.60,29.60,18.30,910.00,1007.00,14875.00,4820.00,6650.00,2350.00,495.00,565.00,21030.00,21265.00
"N0P","N0P",46.00,18995.00,235.00,520.00,255.00,1105.00,5.00,45.00,105.00,2.40,34800.00,38000.00,51820.00,46885.00,4595.00,335.00,51820.00,5595.00,9090.00,37130.00,2920.00,765.00,1690.00,330.00,135.00,21200.00,17105.00,4045.00,45.00,21200.00,265.00,20930.00,21200.00,9360.00,6190.00,1600.00,1895.00,600.00,500.00,400.00,650.00,19590.00,17090.00,2500.00,3965.00,8.30,25.20,15.20,850.00,871.00,19450.00,6790.00,6750.00,3795.00,1165.00,950.00,27035.00,26105.00
"N0R","N0R",43.20,16950.00,250.00,445.00,85.00,310.00,0.00,15.00,75.00,2.70,41200.00,46400.00,49335.00,43305.00,5930.00,100.00,49335.00,6440.00,9070.00,33825.00,4015.00,1525.00,1480.00,905.00,100.00,18105.00,16435.00,1665.00,0.00,18105.00,530.00,17575.00,18105.00,4550.00,4280.00,1415.00,2745.00,1840.00,970.00,1015.00,1290.00,17670.00,15670.00,2005.00,1655.00,6.30,26.00,9.60,1010.00,1098.00,18730.00,4530.00,7910.00,5115.00,930.00,250.00,25460.00,24740.00
